Cluster,Size,Percentage,Avg_Rainbow_Score,Dominant_Season,Dominant_Time,Avg_Temp,Avg_Precip,Avg_Humidity
0,43965,90.81801280727122,8.229136813374275,Monsoon,Midday,27.15502718071193,3.0122606618901395,73.134381212328
1,4445,9.181987192728775,8.5037120359955,Winter,Early_Morning,3.7752553430821143,1.6341957255343083,83.72459617547807
